title,link,published,source
The problem with Apple's new iPod shuffle? Humans - ZDNet,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL3RoZS1wcm9ibGVtLXdpdGgtYXBwbGVzLW5ldy1pcG9kLXNodWZmbGUtaHVtYW5zL9IBAA?oc=5,2009-03-11 07:00:00,ZDNet
Apple's iLife suite - The Guardian,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMDkvbWFyLzEyL3RlY2hub3BoaWxlLWFwcGxlLWlsaWZl0gFKaHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL3RlY2hub2xvZ3kvMjAwOS9tYXIvMTIvdGVjaG5vcGhpbGUtYXBwbGUtaWxpZmU?oc=5,2009-03-11 07:00:00,The Guardian
"Apple unveils a new, tiny iPod Shuffle - BetaNews",https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vYmV0YW5ld3MuY29tLzIwMDkvMDMvMTEvYXBwbGUtdW52ZWlscy1hLW5ldy10aW55LWlwb2Qtc2h1ZmZsZS_SAQA?oc=5,2009-03-11 07:00:00,BetaNews
Apple Releases Smaller 4GB iPod Shuffle with 'VoiceOver' and Playlist Support - MacRumors,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3Lm1hY3J1bW9ycy5jb20vMjAwOS8wMy8xMS9hcHBsZS1yZWxlYXNlcy1zbWFsbGVyLTRnYi1pcG9kLXNodWZmbGUtaW4tYmxhY2stYW5kLXNpbHZlci_SAQA?oc=5,2009-03-11 07:00:00,MacRumors
Apple iPod Shuffle 4GB With VoiceOver Track Announcements - SlashGear,https://news.google.com/rss/articles/CBMiXGh0dHBzOi8vd3d3LnNsYXNoZ2Vhci5jb20vYXBwbGUtaXBvZC1zaHVmZmxlLTRnYi13aXRoLXZvaWNlb3Zlci10cmFjay1hbm5vdW5jZW1lbnRzLTExMzcyNTAv0gEA?oc=5,2009-03-11 07:00:00,SlashGear
"Samsung, Apple, RIM whale on Nokia, steal smartphone share - Ars Technica",https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy9ub2tpYS1zaGVkcy1tb3JlLXNtYXJ0cGhvbmUtbWFya2V0c2hhcmUtdG8tYXBwbGUtcmltL9IBAA?oc=5,2009-03-11 07:00:00,Ars Technica
Tiny New iPod Shuffle Talks to You - WIRED,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzAzL3RpbnktbmV3LWlwb2Qtcy_SAQA?oc=5,2009-03-11 07:00:00,WIRED
Apple unveils redesigned iPod shuffle with speech technology - AppleInsider,https://news.google.com/rss/articles/CBMiZ2h0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMy8xMS9hcHBsZV91bnZlaWxzX3JlZGVzaWduZWRfaXBvZF9zaHVmZmxlX3dpdGhfc3BlZWNoX3RlY2hub2xvZ3nSAWxodHRwczovL2FwcGxlaW5zaWRlci5jb20vYXJ0aWNsZXMvMDkvMDMvMTEvYXBwbGVfdW52ZWlsc19yZWRlc2lnbmVkX2lwb2Rfc2h1ZmZsZV93aXRoX3NwZWVjaF90ZWNobm9sb2d5L2FtcC8?oc=5,2009-03-11 07:00:00,AppleInsider
The iPod Shuffle Gets Even Smaller - Technologizer,https://news.google.com/rss/articles/CBMiSGh0dHBzOi8vdGVjaG5vbG9naXplci5jb20vMjAwOS8wMy8xMS90aGUtaXBvZC1zaHVmZmxlLWdldHMtZXZlbi1zbWFsbGVyL9IBAA?oc=5,2009-03-11 07:00:00,Technologizer
Nokia fights to hold on to smartphone dominance - CNET,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LmNuZXQuY29tL3RlY2gvbW9iaWxlL25va2lhLWZpZ2h0cy10by1ob2xkLW9uLXRvLXNtYXJ0cGhvbmUtZG9taW5hbmNlL9IBAA?oc=5,2009-03-11 07:00:00,CNET
Apple's new iPod Shuffle: tiny and talkative - Gear | siliconrepublic.com - Ireland's Technology News Service - SiliconRepublic.com,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3LnNpbGljb25yZXB1YmxpYy5jb20vZ2Vhci9hcHBsZXMtbmV3LWlwb2Qtc2h1ZmZsZS10aW55LWFuZC10YWxrYXRpdmXSAQA?oc=5,2009-03-11 07:00:00,SiliconRepublic.com
Hacked: $200 iTunes Gift Card for Only $2.60 - ABC News,https://news.google.com/rss/articles/CBMiOmh0dHBzOi8vYWJjbmV3cy5nby5jb20vVGVjaG5vbG9neS9QQ1dvcmxkL3N0b3J5P2lkPTcwNTg1NTPSAT5odHRwczovL2FiY25ld3MuZ28uY29tL2FtcC9UZWNobm9sb2d5L1BDV29ybGQvc3Rvcnk_aWQ9NzA1ODU1Mw?oc=5,2009-03-11 07:00:00,ABC News
Microsoft vows openness for mobile app store - CTV News,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvbW9iaWxlL21pY3Jvc29mdC12b3dzLW9wZW5uZXNzLWZvci1tb2JpbGUtYXBwLXN0b3JlLTEuMzc4MjMzP2NhY2hlPXVocG9zaGtvYj9jbGlwSWQ9NjQyNjjSAQA?oc=5,2009-03-11 07:00:00,CTV News
What's Inside The New Apple Ipod? 3-Gen iPod Shuffle Dissection - SlashGear,https://news.google.com/rss/articles/CBMiYGh0dHBzOi8vd3d3LnNsYXNoZ2Vhci5jb20vd2hhdHMtaW5zaWRlLXRoZS1uZXctYXBwbGUtaXBvZC0zLWdlbi1pcG9kLXNodWZmbGUtZGlzc2VjdGlvbi0xMzM3NTIzL9IBAA?oc=5,2009-03-12 07:00:00,SlashGear
High-quality unboxing photos of Apple's third-gen iPod shuffle - AppleInsider,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMy8xMi9oaWdoX3F1YWxpdHlfdW5ib3hpbmdfcGhvdG9zX29mX2FwcGxlc190aGlyZF9nZW5faXBvZF9zaHVmZmxl0gFtaHR0cHM6Ly9hcHBsZWluc2lkZXIuY29tL2FydGljbGVzLzA5LzAzLzEyL2hpZ2hfcXVhbGl0eV91bmJveGluZ19waG90b3Nfb2ZfYXBwbGVzX3RoaXJkX2dlbl9pcG9kX3NodWZmbGUvYW1wLw?oc=5,2009-03-12 07:00:00,AppleInsider
New speaking iPod Shuffle is Apple's smallest music player yet - The Mirror,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vd3d3Lm1pcnJvci5jby51ay9uZXdzL3VrLW5ld3MvbmV3LXNwZWFraW5nLWlwb2Qtc2h1ZmZsZS1pcy1hcHBsZXMtMzgxODky0gFUaHR0cHM6Ly93d3cubWlycm9yLmNvLnVrL25ld3MvdWstbmV3cy9uZXctc3BlYWtpbmctaXBvZC1zaHVmZmxlLWlzLWFwcGxlcy0zODE4OTIuYW1w?oc=5,2009-03-12 07:00:00,The Mirror
Apple to Preview iPhone 3.0 Next Week - WIRED,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzAzL2FwcGxlLWlwaG9uZS0zMC_SAQA?oc=5,2009-03-12 07:00:00,WIRED
Why is U2 endorsing the BlackBerry? - Slate,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vc2xhdGUuY29tL3RlY2hub2xvZ3kvMjAwOS8wMy93aHktaXMtdTItZW5kb3JzaW5nLXRoZS1ibGFja2JlcnJ5Lmh0bWzSAQA?oc=5,2009-03-12 07:00:00,Slate
Third-Generation iPod shuffle: What you need to know - Macworld,https://news.google.com/rss/articles/CBMiPWh0dHBzOi8vd3d3Lm1hY3dvcmxkLmNvbS9hcnRpY2xlLzE5NTUwMi9pcG9kLXNodWZmbGUtZmFxLmh0bWzSAQA?oc=5,2009-03-12 07:00:00,Macworld
Talking Mp3 Players - Trend Hunter,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LnRyZW5kaHVudGVyLmNvbS90cmVuZHMvc21hbGwtbXVzaWMtbXAzLXBsYXllci1hcHBsZS1pcG9kLXNodWZmbGUtdGFsay12b2ljZW92ZXLSAV9odHRwczovL3d3dy50cmVuZGh1bnRlci5jb20vYW1wL3RyZW5kcy9zbWFsbC1tdXNpYy1tcDMtcGxheWVyLWFwcGxlLWlwb2Qtc2h1ZmZsZS10YWxrLXZvaWNlb3Zlcg?oc=5,2009-03-12 07:00:00,Trend Hunter
Apple's New iPod Shuffle: The First Invisible MP3 Player - Technologizer,https://news.google.com/rss/articles/CBMiUGh0dHBzOi8vdGVjaG5vbG9naXplci5jb20vMjAwOS8wMy8xMy9hcHBsZS1pcG9kLXNodWZmbGUtcmV2aWV3LXRoaXJkLWdlbmVyYXRpb24v0gEA?oc=5,2009-03-13 07:00:00,Technologizer
Apple's new talking iPod Shuffle - New Atlas,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vbmV3YXRsYXMuY29tL2FwcGxlLWlwb2Qtc2h1ZmZsZS10aGlyZC1nZW5lcmF0aW9uLzExMjMyL9IBAA?oc=5,2009-03-13 07:00:00,New Atlas
Inside Apple's new third-gen iPod shuffle (teardown photos) - AppleInsider,https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMy8xMy9pbnNpZGVfYXBwbGVzX25ld190aGlyZF9nZW5faXBvZF9zaHVmZmxlX3RlYXJkb3duX3Bob3Rvc9IBaGh0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMy8xMy9pbnNpZGVfYXBwbGVzX25ld190aGlyZF9nZW5faXBvZF9zaHVmZmxlX3RlYXJkb3duX3Bob3Rvcy9hbXAv?oc=5,2009-03-13 07:00:00,AppleInsider
Apple's Booth : IT Show 2009 - Part 2 - HardwareZone,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LmhhcmR3YXJlem9uZS5jb20uc2cvZmVhdHVyZS1pdC1zaG93LTIwMDktcGFydC0yL2FwcGxlcy1ib290aC0y0gEA?oc=5,2009-03-13 07:00:00,HardwareZone
iPod shuffle-friendly headphones with inline control coming (Updated) - Ars Technica,https://news.google.com/rss/articles/CBMiZGh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy9pcG9kLXNodWZmbGUtZnJpZW5kbHktaGVhZHBob25lcy13aXRoLWlubGluZS1jb250cm9sLWNvbWluZy_SAQA?oc=5,2009-03-13 07:00:00,Ars Technica
Milwaukee's most notorious sex scandals - OnMilwaukee.com,https://news.google.com/rss/articles/CBMiL2h0dHBzOi8vb25taWx3YXVrZWUuY29tL2FydGljbGVzL21rZXNleHNjYW5kYWxz0gEA?oc=5,2009-03-14 07:00:00,OnMilwaukee.com
Playfish Brings Social Gaming to Apple Mobile Users - Cult of Mac,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3LmN1bHRvZm1hYy5jb20vOTU3MS9wbGF5ZmlzaC1icmluZ3Mtc29jaWFsLWdhbWluZy10by1hcHBsZS1tb2JpbGUtdXNlcnMv0gEA?oc=5,2009-03-14 07:00:00,Cult of Mac
"Word on the Street | News, Sports, Jobs - Lehigh Acres Citizen",https://news.google.com/rss/articles/CBMiQWh0dHBzOi8vd3d3LmxlaGlnaGFjcmVzY2l0aXplbi5jb20vMjAwOS8wMy8xNC93b3JkLW9uLXRoZS1zdHJlZXQv0gEA?oc=5,2009-03-14 07:00:00,Lehigh Acres Citizen
Ars reviews iLife '09: laying tracks with GarageBand - Ars Technica,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy9hcnMtcmV2aWV3cy1pbGlmZS0wOS1sYXlpbmctdHJhY2tzLXdpdGgtZ2FyYWdlYmFuZC0wOS_SAQA?oc=5,2009-03-15 07:00:00,Ars Technica
Celebrations 03-15-09 - VVdailypress.com,https://news.google.com/rss/articles/CBMiW2h0dHBzOi8vd3d3LnZ2ZGFpbHlwcmVzcy5jb20vc3RvcnkvbmV3cy9sb2NhbC8yMDA5LzAzLzE2L2NlbGVicmF0aW9ucy0wMy0xNS0wOS8zNzA3NDQ2NTAwNy_SAQA?oc=5,2009-03-15 07:00:00,VVdailypress.com
Apple Store Opening in Winnipeg?!? - Access Winnipeg,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vYWNjZXNzd2lubmlwZWcuY29tLzIwMDkvMDMvYXBwbGUtc3RvcmUtb3BlbmluZy1pbi13aW5uaXBlZy_SAUNodHRwczovL2FjY2Vzc3dpbm5pcGVnLmNvbS8yMDA5LzAzL2FwcGxlLXN0b3JlLW9wZW5pbmctaW4td2lubmlwZWcv?oc=5,2009-03-16 07:00:00,Access Winnipeg
Third-party headphones do require Apple-supplied chip - Ars Technica,https://news.google.com/rss/articles/CBMiXmh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy90aGlyZC1wYXJ0eS1oZWFkcGhvbmVzLWRvLXJlcXVpcmUtYXBwbGUtc3VwcGxpZWQtY2hpcC_SAQA?oc=5,2009-03-16 07:00:00,Ars Technica
Apple holding back on web-based 3D graphics for the desktop - Ars Technica,https://news.google.com/rss/articles/CBMiVGh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy9hcHBsZS1ob2xkaW5nLWJhY2stb24td2ViLWJhc2VkLTNkLWdyYXBoaWNzL9IBAA?oc=5,2009-03-16 07:00:00,Ars Technica
iPod Shuffle Earbuds Contain Special Chip; It's Not a Big Deal - WIRED,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzAzL2lwb2Qtc2h1ZmZsZS1lYS_SAQA?oc=5,2009-03-16 07:00:00,WIRED
24-inch iMac Core 2 Duo 3.06GHz review - Macworld,https://news.google.com/rss/articles/CBMiU2h0dHBzOi8vd3d3Lm1hY3dvcmxkLmNvbS9hcnRpY2xlLzY2NjM5My8yNC1pbmNoLWltYWMtY29yZS0yLWR1by0zLTA2Z2h6LXJldmlldy5odG1s0gEA?oc=5,2009-03-16 07:00:00,Macworld
"Photos: Apple iPhone OS 3.0, copy and paste included - CNET",https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3LmNuZXQuY29tL3BpY3R1cmVzL3Bob3Rvcy1hcHBsZS1pcGhvbmUtb3MtMy0wLWNvcHktYW5kLXBhc3RlLWluY2x1ZGVkL9IBAA?oc=5,2009-03-17 07:00:00,CNET
Apple reveals slew of new features for iPhone OS 3.0 - Ars Technica,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy9hcHBsZS1oaWdobGlnaHRzLXNsZXctb2YtbmV3LWZlYXR1cmVzLWNvbWluZy1pbi1pcGhvbmUtb3MtMzAv0gEA?oc=5,2009-03-17 07:00:00,Ars Technica
Apple shows off updated iPhone software - The Mercury News,https://news.google.com/rss/articles/CBMiT2h0dHBzOi8vd3d3Lm1lcmN1cnluZXdzLmNvbS8yMDA5LzAzLzE3L2FwcGxlLXNob3dzLW9mZi11cGRhdGVkLWlwaG9uZS1zb2Z0d2FyZS_SAVNodHRwczovL3d3dy5tZXJjdXJ5bmV3cy5jb20vMjAwOS8wMy8xNy9hcHBsZS1zaG93cy1vZmYtdXBkYXRlZC1pcGhvbmUtc29mdHdhcmUvYW1wLw?oc=5,2009-03-17 07:00:00,The Mercury News
"Dell wants ""brand lust"" for Adamo, the world's thinnest laptop - The Guardian",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5L2Jsb2cvMjAwOS9tYXIvMTcvZGVsbC1hZGFtby10aGlubmVzdC1sYXB0b3DSAVJodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vdGVjaG5vbG9neS9ibG9nLzIwMDkvbWFyLzE3L2RlbGwtYWRhbW8tdGhpbm5lc3QtbGFwdG9w?oc=5,2009-03-17 07:00:00,The Guardian
Apple says it is expanding iPhone features - CTV News,https://news.google.com/rss/articles/CBMibmh0dHBzOi8vd3d3LmN0dm5ld3MuY2EvbW9iaWxlL2FwcGxlLXNheXMtaXQtaXMtZXhwYW5kaW5nLWlwaG9uZS1mZWF0dXJlcy0xLjM4MDIyNz9jYWNoZT1kdmd1anNibj9jbGlwSWQ9MTA0MDYy0gEA?oc=5,2009-03-17 07:00:00,CTV News
"Apple sends cease and desist letter over ""Podium"" product - Ars Technica",https://news.google.com/rss/articles/CBMiS2h0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy9hcHBsZS1zZW5kcy1jZC1vdmVyLXBvZGl1bS1wcm9kdWN0L9IBAA?oc=5,2009-03-18 07:00:00,Ars Technica
Will the iPhone 3.0 finally be able to do cut and paste? - The Guardian,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS90ZWNobm9sb2d5LzIwMDkvbWFyLzE5L2lwaG9uZS1hcHBsZS1vczMtdXBkYXRl0gFKaHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL3RlY2hub2xvZ3kvMjAwOS9tYXIvMTkvaXBob25lLWFwcGxlLW9zMy11cGRhdGU?oc=5,2009-03-18 07:00:00,The Guardian
Review: How an iPod can be a poor man's iPhone - Phys.org,https://news.google.com/rss/articles/CBMiM2h0dHBzOi8vcGh5cy5vcmcvbmV3cy8yMDA5LTAzLWlwb2QtcG9vci1pcGhvbmUuaHRtbNIBMmh0dHBzOi8vcGh5cy5vcmcvbmV3cy8yMDA5LTAzLWlwb2QtcG9vci1pcGhvbmUuYW1w?oc=5,2009-03-18 07:00:00,Phys.org
Ex-educator pleads not guilty to sex abuse of son - VVdailypress.com,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LnZ2ZGFpbHlwcmVzcy5jb20vc3RvcnkvbmV3cy8yMDA5LzAzLzE5L2V4LWVkdWNhdG9yLXBsZWFkcy1ub3QtZ3VpbHR5LzM3MDc0MjUwMDA3L9IBAA?oc=5,2009-03-19 07:00:00,VVdailypress.com
Apple Mac Pro (Winter 2009) review: Apple Mac Pro (Winter 2009) - CNET,https://news.google.com/rss/articles/CBMiPmh0dHBzOi8vd3d3LmNuZXQuY29tL3Jldmlld3MvYXBwbGUtbWFjLXByby13aW50ZXItMjAwOS1yZXZpZXcv0gEA?oc=5,2009-03-19 07:00:00,CNET
iTunes' HD movie rentals finally come to the Mac/PC - Ars Technica,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy9pdHVuZXMtaGQtbW92aWUtcmVudGFscy1maW5hbGx5LWNvbWUtdG8tdGhlLW1hY3BjL9IBAA?oc=5,2009-03-19 07:00:00,Ars Technica
Takeover Fever: The Apple-Sun saga - ZDNet,https://news.google.com/rss/articles/CBMiQGh0dHBzOi8vd3d3LnpkbmV0LmNvbS9hcnRpY2xlL3Rha2VvdmVyLWZldmVyLXRoZS1hcHBsZS1zdW4tc2FnYS_SAQA?oc=5,2009-03-19 07:00:00,ZDNet
Apple iPhone creates surge in mobile internet use - The Guardian,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LnRoZWd1YXJkaWFuLmNvbS9tZWRpYS8yMDA5L21hci8xOS9nb29nbGUtdWstc3RyZWV0LXZpZXctaXBob25l0gFKaHR0cHM6Ly9hbXAudGhlZ3VhcmRpYW4uY29tL21lZGlhLzIwMDkvbWFyLzE5L2dvb2dsZS11ay1zdHJlZXQtdmlldy1pcGhvbmU?oc=5,2009-03-19 07:00:00,The Guardian
Apple Kicks Off 'Buy & Rent HD' on iTunes - Softpedia News,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vbmV3cy5zb2Z0cGVkaWEuY29tL25ld3MvQXBwbGUtS2lja3MtT2ZmLTAzOS1CdXktUmVudC1IRC0wMzktb24taVR1bmVzLTEwNzI5NC5zaHRtbNIBAA?oc=5,2009-03-20 07:00:00,Softpedia News
The Oregon Trail (iPhone review) - A+E Interactive - The Mercury News,https://news.google.com/rss/articles/CBMiTGh0dHBzOi8vYmxvZ3MubWVyY3VyeW5ld3MuY29tL2FlaS8yMDA5LzAzLzIwL3RoZS1vcmVnb24tdHJhaWwtaXBob25lLXJldmlldy_SAQA?oc=5,2009-03-20 07:00:00,The Mercury News
'Twilight' descends at midnight tonight - SouthCoastToday.com,https://news.google.com/rss/articles/CBMicGh0dHBzOi8vd3d3LnNvdXRoY29hc3R0b2RheS5jb20vc3RvcnkvZW50ZXJ0YWlubWVudC9tb3ZpZXMvMjAwOS8wMy8yMC90d2lsaWdodC1kZXNjZW5kcy1hdC1taWRuaWdodC81MjA1NzE3OTAwNy_SAQA?oc=5,2009-03-20 07:00:00,SouthCoastToday.com
BPL Mobile renamed as Loop Mobile - Mobiletor.com,https://news.google.com/rss/articles/CBMiPGh0dHBzOi8vd3d3Lm1vYmlsZXRvci5jb20vYnBsLW1vYmlsZS1yZW5hbWVkLWFzLWxvb3AtbW9iaWxlL9IBAA?oc=5,2009-03-20 07:00:00,Mobiletor.com
"For Palm, Some Tough Smartphone Acts to Follow - The New York Times",https://news.google.com/rss/articles/CBMiN2h0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMDkvMDMvMjIvYnVzaW5lc3MvMjJkaWdpLmh0bWzSAQA?oc=5,2009-03-21 07:00:00,The New York Times
Apple's 3G iPod shuffle reviewed: a step too far? - AppleInsider,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMy8yMS9hcHBsZXNfM2dfaXBvZF9zaHVmZmxlX3Jldmlld2VkX2Ffc3RlcF90b29fZmFy0gFeaHR0cHM6Ly9hcHBsZWluc2lkZXIuY29tL2FydGljbGVzLzA5LzAzLzIxL2FwcGxlc18zZ19pcG9kX3NodWZmbGVfcmV2aWV3ZWRfYV9zdGVwX3Rvb19mYXIvYW1wLw?oc=5,2009-03-21 07:00:00,AppleInsider
Briefly: Apple still selling $899 17-inch iMac for education - AppleInsider,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vYXBwbGVpbnNpZGVyLmNvbS9hcnRpY2xlcy8wOS8wMy8yMS9hcHBsZV9hbm5vdW5jZXNfMTdfaW1hY19mb3JfODk50gFPaHR0cHM6Ly9hcHBsZWluc2lkZXIuY29tL2FydGljbGVzLzA5LzAzLzIxL2FwcGxlX2Fubm91bmNlc18xN19pbWFjX2Zvcl84OTkvYW1wLw?oc=5,2009-03-21 07:00:00,AppleInsider
Top 10 Time-Lapse Videos Show Nature at Work - WIRED,https://news.google.com/rss/articles/CBMiJ2h0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzAzL3RlbmxhcHNlL9IBAA?oc=5,2009-03-22 07:00:00,WIRED
Ars reviews iWork '09: fourth time's a charm? - Ars Technica,https://news.google.com/rss/articles/CBMiOGh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy9pd29yay0wOS1yZXZpZXcv0gEA?oc=5,2009-03-22 07:00:00,Ars Technica
"Apple may be offering 17"" iMac for educational institutions (Updated) - Ars Technica",https://news.google.com/rss/articles/CBMiY2h0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy9hcHBsZS1tYXktYmUtb2ZmZXJpbmctMTctaW1hYy1mb3ItZWR1Y2F0aW9uYWwtaW5zdGl0dXRpb25zL9IBAA?oc=5,2009-03-22 07:00:00,Ars Technica
AT&T to offer unlocked iPhone 3G without contract - FoneArena,https://news.google.com/rss/articles/CBMiWWh0dHBzOi8vd3d3LmZvbmVhcmVuYS5jb20vYmxvZy8zMTE3L2F0dC10by1vZmZlci11bmxvY2tlZC1pcGhvbmUtM2ctd2l0aG91dC1jb250cmFjdC5odG1s0gFdaHR0cHM6Ly93d3cuZm9uZWFyZW5hLmNvbS9ibG9nLzMxMTcvYXR0LXRvLW9mZmVyLXVubG9ja2VkLWlwaG9uZS0zZy13aXRob3V0LWNvbnRyYWN0Lmh0bWwvYW1w?oc=5,2009-03-22 07:00:00,FoneArena
Improve fruit finish and quality with Regulex 10 SG - FarmingUK,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vd3d3LmZhcm1pbmd1ay5jb20vbmV3cy9pbXByb3ZlLWZydWl0LWZpbmlzaC1hbmQtcXVhbGl0eS13aXRoLXJlZ3VsZXgtMTAtc2dfMTM2NzUuaHRtbNIBAA?oc=5,2009-03-22 07:00:00,FarmingUK
Sparkle: The iPhone Gets Its First Virtual World (And It's Completely 3D) - TechCrunch,https://news.google.com/rss/articles/CBMiXWh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAwOS8wMy8yMi9zcGFya2xlLXRoZS1pcGhvbmUtZ2V0cy1pdHMtZmlyc3QtdmlydHVhbC13b3JsZC1hbmQtaXRzLTNkL9IBYWh0dHBzOi8vdGVjaGNydW5jaC5jb20vMjAwOS8wMy8yMi9zcGFya2xlLXRoZS1pcGhvbmUtZ2V0cy1pdHMtZmlyc3QtdmlydHVhbC13b3JsZC1hbmQtaXRzLTNkL2FtcC8?oc=5,2009-03-22 07:00:00,TechCrunch
Apple Mac mini - nVidia 9400M Edition Review - TrustedReviews,https://news.google.com/rss/articles/CBMiSmh0dHBzOi8vd3d3LnRydXN0ZWRyZXZpZXdzLmNvbS9yZXZpZXdzL2FwcGxlLW1hYy1taW5pLW52aWRpYS05NDAwbS1lZGl0aW9u0gEA?oc=5,2009-03-23 07:00:00,TrustedReviews
Apple Aggressively Pursues 'Pod' Trademarks - WIRED,https://news.google.com/rss/articles/CBMiLmh0dHBzOi8vd3d3LndpcmVkLmNvbS8yMDA5LzAzL2FwcGxlLWNhbGxzLWxlZy_SAQA?oc=5,2009-03-23 07:00:00,WIRED
"TV Housewife Asks, 'How Do You Like Them Apples?' (Published 2009) - The New York Times",https://news.google.com/rss/articles/CBMiRmh0dHBzOi8vd3d3Lm55dGltZXMuY29tLzIwMDkvMDMvMjMvYnVzaW5lc3MvbWVkaWEvMjNhZG5ld3NsZXR0ZXIxLmh0bWzSAQA?oc=5,2009-03-23 07:00:00,The New York Times
Apple Discontinues iPhone Bluetooth Headset - MacRumors,https://news.google.com/rss/articles/CBMiUWh0dHBzOi8vd3d3Lm1hY3J1bW9ycy5jb20vMjAwOS8wMy8yMy9hcHBsZS1kaXNjb250aW51ZXMtaXBob25lLWJsdWV0b290aC1oZWFkc2V0L9IBAA?oc=5,2009-03-23 07:00:00,MacRumors
17-inch iMac still available to education institutions - Macworld,https://news.google.com/rss/articles/CBMiNGh0dHBzOi8vd3d3Lm1hY3dvcmxkLmNvbS9hcnRpY2xlLzE5NTY4NS9pbWFjXzE3Lmh0bWzSAQA?oc=5,2009-03-23 07:00:00,Macworld
"iPod shuffle review: where we're going, we don't need clicks - Ars Technica",https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vYXJzdGVjaG5pY2EuY29tL2dhZGdldHMvMjAwOS8wMy8zZy1pcG9kLXNodWZmbGUtcmV2aWV3LXdoZXJlLXdlcmUtZ29pbmctd2UtZG9udC1uZWVkLWJ1dHRvbnMv0gEA?oc=5,2009-03-23 07:00:00,Ars Technica
